ID,Sales
26007,78
26008,80
26707,138
26708,141
26709,144
26710,146
26711,137
26712,114
26713,108
26714,103
26715,111
26716,118
26717,137
26718,137
26719,137
26720,138
26721,138
26722,141
26723,144
26724,146
26725,139
26726,118
26727,116
26728,112
26729,111
26730,118
26731,137
26732,137
26733,137
26734,138
26735,138
26736,141
26737,144
26738,146
26739,139
26740,118
26741,116
26742,112
26743,111
26744,118
26745,137
26746,137
26747,137
26748,138
26749,138
26750,141
26751,144
26752,146
26753,139
26754,118
26755,116
26756,112
26757,111
26758,118
26759,137
26760,137
26761,137
26762,138
26763,138
26764,141
26765,144
26766,146
27649,91
27650,93
27651,94
27652,93
27653,85
27654,81
27655,79
27656,78
27657,79
27658,85
27659,90
27660,90
27661,90
27662,91
27663,91
27664,93
27665,94
27666,93
27667,85
27668,81
27669,79
27670,78
27671,79
27672,85
27673,90
27674,90
27675,90
27676,91
27677,91
27678,93
27679,94
27680,93
27681,85
27682,81
27683,79
27684,78
27685,79
27686,85
27687,90
27688,90
27689,90
27690,91
27691,91
27692,93
27693,94
27694,93
27695,85
27696,81
27697,79
27698,78
27699,79
27700,85
27701,90
27702,90
27703,90
27704,91
27705,91
27706,93
27707,94
27708,93
28591,75
28592,76
28593,77
28594,75
28595,67
28596,61
28597,60
28598,59
28599,63
28600,66
28601,73
28602,73
28603,73
28604,74
28605,75
28606,76
28607,77
28608,76
28609,68
28610,63
28611,61
28612,60
28613,61
28614,66
28615,73
28616,73
28617,73
28618,74
28619,75
28620,76
28621,77
28622,76
28623,68
28624,63
28625,61
28626,60
28627,61
28628,66
28629,73
28630,73
28631,73
28632,74
28633,75
28634,76
28635,77
28636,76
28637,68
28638,63
28639,61
28640,60
28641,61
28642,66
28643,73
28644,73
28645,73
28646,74
28647,75
28648,76
28649,77
28650,76
29533,126
29534,128
29535,134
29536,138
29537,135
29538,117
29539,115
29540,110
29541,109
29542,110
29543,125
29544,125
29545,125
29546,125
29547,126
29548,128
29549,133
29550,138
29551,136
29552,118
29553,115
29554,111
29555,107
29556,110
29557,125
29558,125
29559,125
29560,125
29561,126
29562,128
29563,133
29564,138
29565,136
29566,118
29567,115
29568,111
29569,107
29570,110
29571,125
29572,125
29573,125
29574,125
29575,126
29576,128
29577,133
29578,138
29579,136
29580,118
29581,115
29582,111
29583,107
29584,110
29585,125
29586,125
29587,125
29588,125
29589,126
29590,128
29591,133
29592,138
30291,109
30292,111
30293,113
30294,113
30295,107
30296,92
30297,90
30298,88
30299,98
30300,95
30301,108
30302,108
30303,108
30304,108
30305,109
30306,111
30307,113
30308,113
30309,107
30310,93
30311,92
30312,90
30313,90
30314,95
30315,108
30316,108
30317,108
30318,108
30319,109
30320,111
30321,113
30322,113
30323,107
30324,93
30325,92
30326,90
30327,90
30328,95
30329,108
30330,108
30331,108
30332,108
30333,109
30334,111
30335,113
30336,113
30337,107
30338,93
30339,92
30340,90
30341,90
30342,95
30343,108
30344,108
30345,108
30346,108
30347,109
30348,111
30349,113
30350,113
31233,104
31234,105
31235,104
31236,100
31237,88
31238,88
31239,87
31240,87
31241,89
31242,96
31243,102
31244,102
31245,102
31246,103
31247,104
31248,105
31249,104
31250,100
31251,88
31252,88
31253,87
31254,87
31255,89
31256,96
31257,102
31258,102
31259,102
31260,103
31261,104
31262,105
31263,104
31264,100
31265,88
31266,88
31267,87
31268,87
31269,89
31270,96
31271,102
31272,102
31273,102
31274,103
31275,104
31276,105
31277,104
31278,100
31279,88
31280,88
31281,87
31282,87
31283,89
31284,96
31285,102
31286,102
31287,102
31288,103
31289,104
31290,105
31291,104
31292,100
32175,116
32176,116
32177,114
32178,110
32179,103
32180,99
32181,99
32182,100
32183,104
32184,111
32185,116
32186,116
32187,116
32188,116
32189,116
32190,116
32191,114
32192,110
32193,103
32194,101
32195,101
32196,103
32197,106
32198,111
32199,116
32200,116
32201,116
32202,116
32203,116
32204,116
32205,114
32206,110
32207,103
32208,101
32209,101
32210,103
32211,106
32212,111
32213,116
32214,116
32215,116
32216,116
32217,116
32218,116
32219,114
32220,110
32221,103
32222,101
32223,101
32224,103
32225,106
32226,111
32227,116
32228,116
32229,116
32230,116
32231,116
32232,116
32233,114
32234,110
33117,118
33118,122
33119,128
33120,133
33121,128
33122,105
33123,101
33124,96
33125,94
33126,99
33127,116
33128,116
33129,116
33130,116
33131,118
33132,122
33133,128
33134,133
33135,128
33136,105
33137,101
33138,96
33139,94
33140,99
33141,116
33142,116
33143,116
33144,116
33145,118
33146,122
33147,128
33148,133
33149,128
33150,105
33151,101
33152,96
33153,94
33154,99
33155,116
33156,116
33157,116
33158,116
33159,118
33160,122
33161,128
33162,133
33163,128
33164,105
33165,101
33166,96
33167,94
33168,99
33169,116
33170,116
33171,116
33172,116
33173,118
33174,122
33175,128
33176,133
34059,183
34060,187
34061,193
34062,198
34063,192
34064,163
34065,159
34066,154
34067,153
34068,158
34069,182
34070,182
34071,182
34072,182
34073,183
34074,187
34075,193
34076,198
34077,193
34078,163
34079,160
34080,155
34081,152
34082,158
34083,182
34084,182
34085,182
34086,182
34087,183
34088,187
34089,193
34090,198
34091,193
34092,163
34093,160
34094,155
34095,152
34096,158
34097,182
34098,182
34099,182
34100,182
34101,183
34102,187
34103,193
34104,198
34105,193
34106,163
34107,160
34108,155
34109,152
34110,158
34111,182
34112,182
34113,182
34114,182
34115,183
34116,187
34117,193
34118,198
35001,127
35002,129
35003,134
35004,137
35005,134
35006,123
35007,120
35008,116
35009,114
35010,116
35011,126
35012,126
35013,126
35014,126
35015,127
35016,129
35017,134
35018,137
35019,134
35020,123
35021,120
35022,116
35023,114
35024,116
35025,126
35026,126
35027,126
35028,126
35029,127
35030,129
35031,134
35032,137
35033,134
35034,123
35035,120
35036,116
35037,114
35038,116
35039,126
35040,126
35041,126
35042,126
35043,127
35044,129
35045,134
35046,137
35047,134
35048,123
35049,120
35050,116
35051,114
35052,116
35053,126
35054,126
35055,126
35056,126
35057,127
35058,129
35059,134
35060,137
35943,166
35944,168
35945,172
35946,172
35947,158
35948,144
35949,142
35950,140
35951,142
35952,148
35953,164
35954,164
35955,164
35956,165
35957,166
35958,168
35959,171
35960,172
35961,159
35962,145
35963,143
35964,140
35965,139
35966,148
35967,164
35968,164
35969,164
35970,165
35971,166
35972,168
35973,171
35974,172
35975,159
35976,145
35977,143
35978,140
35979,139
35980,148
35981,164
35982,164
35983,164
35984,165
35985,166
35986,168
35987,171
35988,172
35989,159
35990,145
35991,143
35992,140
35993,139
35994,148
35995,164
35996,164
35997,164
35998,165
35999,166
36000,168
36001,171
36002,172
36885,118
36886,119
36887,121
36888,121
36889,116
36890,104
36891,103
36892,102
36893,102
36894,105
36895,118
36896,118
36897,118
36898,118
36899,118
36900,119
36901,121
36902,121
36903,116
36904,104
36905,103
36906,102
36907,102
36908,105
36909,118
36910,118
36911,118
36912,118
36913,118
36914,119
36915,121
36916,121
36917,116
36918,104
36919,103
36920,102
36921,102
36922,105
36923,118
36924,118
36925,118
36926,118
36927,118
36928,119
36929,121
36930,121
36931,116
36932,104
36933,103
36934,102
36935,102
36936,105
36937,118
36938,118
36939,118
36940,118
36941,118
36942,119
36943,121
36944,121
37643,82
37644,83
37645,82
37646,79
37647,71
37648,61
37649,59
37650,61
37651,72
37652,72
37653,82
37654,82
37655,82
37656,82
37657,82
37658,83
37659,82
37660,79
37661,72
37662,62
37663,62
37664,63
37665,66
37666,72
37667,82
37668,82
37669,82
37670,82
37671,82
37672,83
37673,82
37674,79
37675,72
37676,62
37677,62
37678,63
37679,66
37680,72
37681,82
37682,82
37683,82
37684,82
37685,82
37686,83
37687,82
37688,79
37689,72
37690,62
37691,62
37692,63
37693,66
37694,72
37695,82
37696,82
37697,82
37698,82
37699,82
37700,83
37701,82
37702,79
38585,81
38586,82
38587,82
38588,80
38589,72
38590,74
38591,73
38592,72
38593,75
38594,80
38595,80
38596,80
38597,80
38598,81
38599,81
38600,82
38601,82
38602,80
38603,72
38604,74
38605,73
38606,72
38607,75
38608,80
38609,80
38610,80
38611,80
38612,81
38613,81
38614,82
38615,82
38616,80
38617,72
38618,74
38619,73
38620,72
38621,75
38622,80
38623,80
38624,80
38625,80
38626,81
38627,81
38628,82
38629,82
38630,80
38631,72
38632,74
38633,73
38634,72
38635,75
38636,80
38637,80
38638,80
38639,80
38640,81
38641,81
38642,82
38643,82
38644,80
39343,160
39344,162
39345,165
39346,166
39347,160
39348,143
39349,140
39350,133
39351,143
39352,144
39353,160
39354,160
39355,160
39356,160
39357,160
39358,162
39359,165
39360,167
39361,160
39362,143
39363,142
39364,139
39365,138
39366,144
39367,160
39368,160
39369,160
39370,160
39371,160
39372,162
39373,165
39374,167
39375,160
39376,143
39377,142
39378,139
39379,138
39380,144
39381,160
39382,160
39383,160
39384,160
39385,160
39386,162
39387,165
39388,167
39389,160
39390,143
39391,142
39392,139
39393,138
39394,144
39395,160
39396,160
39397,160
39398,160
39399,160
39400,162
39401,165
39402,167
40285,134
40286,138
40287,143
40288,147
40289,141
40290,118
40291,112
40292,106
40293,116
40294,115
40295,133
40296,133
40297,133
40298,133
40299,134
40300,138
40301,143
40302,147
40303,142
40304,121
40305,118
40306,113
40307,110
40308,115
40309,133
40310,133
40311,133
40312,133
40313,134
40314,138
40315,143
40316,147
40317,142
40318,121
40319,118
40320,113
40321,110
40322,115
40323,133
40324,133
40325,133
40326,133
40327,134
40328,138
40329,143
40330,147
40331,142
40332,121
40333,118
40334,113
40335,110
40336,115
40337,133
40338,133
40339,133
40340,133
40341,134
40342,138
40343,143
40344,147
41227,65
41228,67
41229,68
41230,66
41231,60
41232,54
41233,53
41234,52
41235,54
41236,57
41237,64
41238,64
41239,64
41240,65
41241,65
41242,67
41243,68
41244,66
41245,60
41246,54
41247,53
41248,52
41249,54
41250,57
41251,64
41252,64
41253,64
41254,65
41255,65
41256,67
41257,68
41258,66
41259,60
41260,54
41261,53
41262,52
41263,54
41264,57
41265,64
41266,64
41267,64
41268,65
41269,65
41270,67
41271,68
41272,66
41273,60
41274,54
41275,53
41276,52
41277,54
41278,57
41279,64
41280,64
41281,64
41282,65
41283,65
41284,67
41285,68
41286,66
42169,101
42170,102
42171,104
42172,101
42173,90
42174,81
42175,78
42176,75
42177,86
42178,86
42179,99
42180,99
42181,99
42182,100
42183,101
42184,102
42185,104
42186,101
42187,91
42188,83
42189,81
42190,79
42191,80
42192,86
42193,99
42194,99
42195,99
42196,100
42197,101
42198,102
42199,104
42200,101
42201,91
42202,83
42203,81
42204,79
42205,80
42206,86
42207,99
42208,99
42209,99
42210,100
42211,101
42212,102
42213,104
42214,101
42215,91
42216,83
42217,81
42218,79
42219,80
42220,86
42221,99
42222,99
42223,99
42224,100
42225,101
42226,102
42227,104
42228,101
43111,155
43112,157
43113,157
43114,153
43115,137
43116,126
43117,124
43118,126
43119,131
43120,139
43121,153
43122,153
43123,153
43124,154
43125,155
43126,157
43127,157
43128,153
43129,138
43130,127
43131,126
43132,126
43133,129
43134,139
43135,153
43136,153
43137,153
43138,154
43139,155
43140,157
43141,157
43142,153
43143,138
43144,127
43145,126
43146,126
43147,129
43148,139
43149,153
43150,153
43151,153
43152,154
43153,155
43154,157
43155,157
43156,153
43157,138
43158,127
43159,126
